1621,"Lansingerland"
47,"Veendam"
542,"Krimpen aan den IJssel"
1719,"Drimmelen"
168,"Losser"
622,"Vlaardingen"
1742,"Rijssen-Holten"
786,"Grave"
277,"Rozendaal"
988,"Weert"
779,"Geertruidenberg"
356,"Nieuwegein"
344,"Utrecht"
342,"Soest"
1954,"Beekdaelen"
1685,"Landerd"
331,"Lopik"
815,"Mill en Sint Hubert"
59,"Achtkarspelen"
626,"Voorschoten"
654,"Borsele"
1706,"Cranendonck"
629,"Wassenaar"
770,"Eersel"
88,"Schiermonnikoog"
1681,"Borger-Odoorn"
498,"Drechterland"
737,"Tytsjerksteradiel"
484,"Alphen aan den Rijn"
766,"Dongen"
358,"Aalsmeer"
302,"Nunspeet"
851,"Steenbergen"
301,"Zutphen"
1702,"Sint Anthonis"
370,"Beemster"
34,"Almere"
867,"Waalwijk"
1903,"Eijsden-Margraten"
416,"Langedijk"
209,"Beuningen"
226,"Duiven"
1911,"Hollands Kroon"
757,"Boxtel"
193,"Zwolle"
1930,"Nissewaard"
437,"Ouder-Amstel"
98,"Weststellingwerf"
938,"Meerssen"
614,"Westvoorne"
269,"Oldebroek"
1884,"Kaag en Braassem"
307,"Amersfoort"
703,"Reimerswaal"
327,"Leusden"
246,"Heerde"
1966,"Het Hogeland"
200,"Apeldoorn"
244,"Hattem"
1859,"Berkelland"
855,"Tilburg"
293,"Westervoort"
1959,"Altena"
166,"Kampen"
394,"Haarlemmermeer"
1771,"Geldrop-Mierlo"
1892,"Zuidplas"
399,"Heiloo"
718,"Vlissingen"
457,"Weesp"
213,"Brummen"
579,"Oegstgeest"
971,"Stein"
995,"Lelystad"
225,"Druten"
373,"Bergen (NH)"
232,"Epe"
1940,"De Fryske Marren"
736,"De Ronde Venen"
677,"Hulst"
946,"Nederweert"
547,"Leiderdorp"
1525,"Teylingen"
1728,"Bladel"
762,"Deurne"
756,"Boxmeer"
784,"Gilze en Rijen"
1667,"Reusel-De Mierden"
505,"Dordrecht"
362,"Amstelveen"
252,"Heumen"
153,"Enschede"
1705,"Lingewaard"
375,"Beverwijk"
556,"Maassluis"
297,"Zaltbommel"
402,"Hilversum"
1904,"Stichtse Vecht"
1700,"Twenterand"
788,"Haaren"
1783,"Westland"
351,"Woudenberg"
1926,"Pijnacker-Nootdorp"
361,"Alkmaar"
177,"Raalte"
502,"Capelle aan den IJssel"
383,"Castricum"
1699,"Noordenveld"
917,"Heerlen"
589,"Oudewater"
796,"s-Hertogenbosch"
10,"Delfzijl"
221,"Doesburg"
1655,"Halderberge"
798,"Hilvarenbeek"
1773,"Olst-Wijhe"
90,"Smallingerland"
637,"Zoetermeer"
777,"Etten-Leur"
335,"Montfoort"
1955,"Montferland"
1978,"Molenlanden"
899,"Brunssum"
1942,"Gooise Meren"
687,"Middelburg"
203,"Barneveld"
1676,"Schouwen-Duiveland"
866,"Waalre"
1952,"Midden-Groningen"
717,"Veere"
678,"Kapelle"
197,"Aalten"
119,"Meppel"
534,"Hillegom"
148,"Dalfsen"
310,"De Bilt"
171,"Noordoostpolder"
268,"Nijmegen"
37,"Stadskanaal"
353,"IJsselstein"
160,"Hardenberg"
3,"Appingedam"
785,"Goirle"
893,"Bergen (L)"
597,"Ridderkerk"
606,"Schiedam"
1507,"Horst aan de Maas"
355,"Zeist"
632,"Woerden"
1730,"Tynaarlo"
824,"Oisterwijk"
1895,"Oldambt"
797,"Heusden"
1960,"West Betuwe"
1945,"Berg en Dal"
163,"Hellendoorn"
489,"Barendrecht"
1731,"Midden-Drenthe"
873,"Woensdrecht"
473,"Zandvoort"
1924,"Goeree-Overflakkee"
345,"Veenendaal"
1721,"Bernheze"
1891,"Dantumadiel"
501,"Brielle"
994,"Valkenburg aan de Geul"
431,"Oostzaan"
518,"s-Gravenhage"
1894,"Peel en Maas"
114,"Emmen"
546,"Leiden"
1658,"Heeze-Leende"
262,"Lochem"
1690,"De Wolden"
983,"Venlo"
118,"Hoogeveen"
398,"Heerhugowaard"
339,"Renswoude"
317,"Eemnes"
1674,"Roosendaal"
93,"Terschelling"
85,"Ooststellingwerf"
150,"Deventer"
1695,"Noord-Beveland"
308,"Baarn"
664,"Goes"
1659,"Laarbeek"
1740,"Neder-Betuwe"
267,"Nijkerk"
405,"Hoorn"
981,"Vaals"
415,"Landsmeer"
50,"Zeewolde"
856,"Uden"
1970,"Noardeast-Fryslân"
1586,"Oost Gelre"
216,"Culemborg"
532,"Stede Broec"
363,"Amsterdam"
935,"Maastricht"
1729,"Gulpen-Wittem"
1963,"Hoeksche Waard"
847,"Someren"
299,"Zevenaar"
406,"Huizen"
214,"Buren"
1669,"Roerdalen"
794,"Helmond"
957,"Roermond"
321,"Houten"
599,"Rotterdam"
60,"Ameland"
512,"Gorinchem"
880,"Wormerland"
530,"Hellevoetsluis"
450,"Uitgeest"
1641,"Maasgouw"
627,"Waddinxveen"
1950,"Westerwolde"
189,"Wierden"
397,"Heemstede"
889,"Beesel"
420,"Medemblik"
274,"Renkum"
1774,"Dinkelland"
376,"Blaricum"
882,"Landgraaf"
233,"Ermelo"
180,"Staphorst"
755,"Boekel"
312,"Bunnik"
377,"Bloemendaal"
1876,"Bronckhorst"
1724,"Bergeijk"
765,"Pekela"
642,"Zwijndrecht"
1509,"Oude IJsselstreek"
396,"Heemskerk"
439,"Purmerend"
1900,"Súdwest-Fryslân"
230,"Elburg"
879,"Zundert"
1735,"Hof van Twente"
392,"Haarlem"
400,"Den Helder"
537,"Katwijk"
861,"Veldhoven"
569,"Nieuwkoop"
638,"Zoeterwoude"
109,"Coevorden"
340,"Rhenen"
1598,"Koggenland"
840,"Rucphen"
928,"Kerkrade"
417,"Laren"
1701,"Westerveld"
1581,"Utrechtse Heuvelrug"
453,"Velsen"
1896,"Zwartewaterland"
848,"Son en Breugel"
716,"Tholen"
984,"Venray"
175,"Ommen"
14,"Groningen"
1714,"Sluis"
273,"Putten"
296,"Wijchen"
1948,"Meierijstad"
24,"Loppersum"
715,"Terneuzen"
279,"Scherpenzeel"
826,"Oosterhout"
72,"Harlingen"
448,"Texel"
1949,"Waadhoeke"
275,"Rheden"
613,"Albrandswaard"
482,"Alblasserdam"
1696,"Wijdemeren"
1684,"Cuijk"
228,"Ede"
1680,"Aa en Hunze"
183,"Tubbergen"
823,"Oirschot"
1708,"Steenwijkerland"
758,"Breda"
828,"Oss"
1709,"Moerdijk"
668,"West Maas en Waal"
1883,"Sittard-Geleen"
451,"Uithoorn"
743,"Asten"
575,"Noordwijk"
385,"Edam-Volendam"
202,"Arnhem"
1723,"Alphen-Chaam"
173,"Oldenzaal"
590,"Papendrecht"
1640,"Leudal"
263,"Maasdriel"
294,"Winterswijk"
1931,"Krimpenerwaard"
503,"Delft"
1734,"Overbetuwe"
313,"Bunschoten"
1916,"Leidschendam-Voorburg"
147,"Borne"
809,"Loon op Zand"
1711,"Echt-Susteren"
772,"Eindhoven"
222,"Doetinchem"
281,"Tiel"
965,"Simpelveld"
106,"Assen"
888,"Beek"
610,"Sliedrecht"
1969,"Westerkwartier"
352,"Wijk bij Duurstede"
858,"Valkenswaard"
603,"Rijswijk"
865,"Vught"
388,"Enkhuizen"
303,"Dronten"
820,"Nuenen, Gerwen en Nederwetten"
80,"Leeuwarden"
744,"Baarle-Nassau"
986,"Voerendaal"
441,"Schagen"
513,"Gouda"
553,"Lisse"
74,"Heerenveen"
753,"Best"
141,"Almelo"
285,"Voorst"
1652,"Gemert-Bakel"
1901,"Bodegraven-Reeuwijk"
907,"Gennep"
164,"Hengelo (O)"
845,"Sint-Michielsgestel"
243,"Harderwijk"
289,"Wageningen"
852,"Waterland"
86,"Opsterland"
531,"Hendrik-Ido-Ambacht"
96,"Vlieland"
1842,"Midden-Delfland"
184,"Urk"
158,"Haaksbergen"
748,"Bergen op Zoom"
944,"Mook en Middelaar"
523,"Hardinxveld-Giessendam"
479,"Zaanstad"
432,"Opmeer"
1961,"Vijfheerenlanden"
384,"Diemen"